chr	start	end	lnc
chr6	84789492	84790991	lnc-CYB5R4-4
chr6	85139301	85140520	lnc-KIAA1009-3
chr6	85676114	85676343	lnc-TBX18-2
chr6	85865384	85877467	lnc-NT5E-6
chr6	85967045	85967412	lnc-NT5E-4
chr6	86136374	86136843	lnc-SNX14-6
chr6	86137170	86137684	lnc-SNX14-5
chr6	86208158	86208764	lnc-SNX14-2
chr6	86227286	86246742	lnc-SYNCRIP-6
chr6	86257119	86259476	lnc-SYNCRIP-4
chr6	86304944	86314123	lnc-SNX14-3
chr6	86371216	86375871	lnc-NT5E-2
chr6	86385140	86388112	lnc-NT5E-3
chr6	86441088	86441729	lnc-NT5E-5
chr6	86462477	86482088	lnc-FAM165A-2
chr6	86565537	86571903	lnc-NT5E-7
chr6	86578670	86579182	lnc-NT5E-8
chr6	86880164	86880736	lnc-FAM165A-3
chr6	87141961	87142387	lnc-HTR1E-4
chr6	87145569	87145854	lnc-HTR1E-3
chr6	87439425	87439826	lnc-CGA-7
chr6	87478239	87478650	lnc-CGA-6
chr6	87540308	87647370	lnc-CGA-5
chr6	87680183	87680911	lnc-ZNF292-1
chr6	87709762	87710009	lnc-CGA-4
chr6	87779873	87780179	lnc-CGA-1
chr6	87784150	87784384	lnc-HTR1E-1
chr6	87792950	87793254	lnc-HTR1E-2
chr6	87883085	87884021	lnc-CGA-3
chr6	88032000	88038959	lnc-RARS2-5
chr6	88089750	88100391	lnc-C6orf164-2
chr6	88135512	88135806	lnc-RARS2-3
chr6	88138029	88166178	lnc-SLC35A1-3
chr6	88146450	88187153	lnc-SLC35A1-2
chr6	88150882	88151864	lnc-RARS2-2
chr6	88154112	88154893	lnc-RARS2-1
chr6	88224124	88226598	lnc-AKIRIN2-3
chr6	88228193	88228949	lnc-AKIRIN2-2
chr6	88273569	88275290	lnc-ORC3-2
chr6	88304070	88305160	lnc-SLC35A1-4
chr6	88317390	88319249	lnc-SLC35A1-5
chr6	88410019	88410933	lnc-RARS2-4
chr6	88451797	88452057	lnc-ORC3-4
chr6	88494577	88621449	lnc-ORC3-6
chr6	88555367	88555663	lnc-ORC3-5
chr6	88601141	88601587	lnc-SPACA1-4
chr6	88769170	88776550	lnc-SPACA1-2
chr6	88849656	88852666	lnc-AKIRIN2-4
chr6	88881979	88885481	lnc-SPACA1-3
chr6	89065387	89187471	lnc-RNGTT-1
chr6	89422979	89428177	lnc-AL079342.1-3
chr6	89711266	89711533	lnc-AL079342.1-2
chr6	89800664	89800959	lnc-PNRC1-1
chr6	89808571	89815685	lnc-GABRR1-1
chr6	89915189	89926980	lnc-GABRR2-1
chr6	90131817	90132767	lnc-RRAGD-1
chr6	90187859	90188150	lnc-PM20D2-2
chr6	90277862	90348216	lnc-LYRM2-2
chr6	90279819	90280172	lnc-GJA10-16
chr6	90338004	90340228	lnc-GJA10-15
chr6	90507316	90507596	lnc-GJA10-13
chr6	90524427	90525182	lnc-GJA10-11
chr6	90530022	90530612	lnc-GJA10-10
chr6	90550658	90551267	lnc-GJA10-9
chr6	90586262	90586597	lnc-GJA10-8
chr6	90686635	90688200	lnc-GJA10-12
chr6	90710940	90711225	lnc-MDN1-1
chr6	90717808	90718546	lnc-MDN1-2
chr6	90798679	91006461	lnc-MAP3K7-3
chr6	90826418	90826824	lnc-MDN1-3
chr6	91211778	91213861	lnc-GJA10-18
chr6	91382171	91398631	lnc-GJA10-19
chr6	92156751	92159439	lnc-MAP3K7-4
chr6	92436527	92436788	lnc-GJA10-20
chr6	92436999	92437223	lnc-MAP3K7-5
chr6	92449326	92449614	lnc-GJA10-21
chr6	92525560	92526146	lnc-MAP3K7-6
chr6	92723559	92724452	lnc-GJA10-22
chr6	93326546	93346669	lnc-MANEA-18
chr6	93489441	93490268	lnc-EPHA7-6
chr6	93500170	93500382	lnc-MANEA-17
chr6	93596968	93598299	lnc-EPHA7-5
chr6	94514551	94516752	lnc-MANEA-16
chr6	94523584	94529276	lnc-MANEA-15
chr6	94591661	94605036	lnc-MANEA-14
chr6	94653338	94655849	lnc-MANEA-13
chr6	94930358	94961097	lnc-MANEA-12
chr6	95054454	95054680	lnc-MANEA-11
chr6	95151747	95153527	lnc-EPHA7-7
chr6	95156457	95156897	lnc-EPHA7-8
chr6	95952057	95952372	lnc-MANEA-9
chr6	96002350	96003847	lnc-MANEA-8
chr6	96002900	96003428	lnc-MANEA-7
chr6	96015780	96017184	lnc-MANEA-6
chr6	96077990	96080805	lnc-GPR63-11
chr6	96183321	96185353	lnc-MANEA-10
chr6	96463859	96485315	lnc-FUT9-1
chr6	96656044	96663486	lnc-FUT9-2
chr6	96730442	96730737	lnc-FUT9-3
chr6	96969470	96970840	lnc-UFL1-1
chr6	97096364	97096945	lnc-GPR63-8
chr6	97101149	97102018	lnc-FHL5-1
chr6	97120004	97120845	lnc-GPR63-7
chr6	97198699	97199604	lnc-FHL5-2
chr6	97284098	97285073	lnc-NDUFAF4-2
chr6	97339026	97345750	lnc-GPR63-6
chr6	97339733	97350418	lnc-KLHL32-6
chr6	97362576	97362871	lnc-NDUFAF4-1
chr6	97599453	97609921	lnc-NDUFAF4-3
chr6	97701340	97731093	lnc-MMS22L-4
chr6	97860233	98287309	lnc-KLHL32-8
chr6	98265549	98271794	lnc-MMS22L-3
chr6	98627374	98627708	lnc-FBXL4-6
chr6	98764616	98769280	lnc-POU3F2-8
chr6	98829742	98953803	lnc-POU3F2-6
chr6	99228132	99241868	lnc-FBXL4-2
chr6	99321600	99395882	lnc-FBXL4-1
chr6	99530324	99530637	lnc-POU3F2-5
chr6	99823993	99842067	lnc-PNISR-1
chr6	99847850	99850473	lnc-COQ3-1
chr6	99856028	99873151	lnc-USP45-2
chr6	99949618	99963294	lnc-CCNC-2
chr6	99993080	99997523	lnc-USP45-4
chr6	99998446	100016643	lnc-USP45-3
chr6	100015972	100016972	lnc-PRDM13-7
chr6	100035331	100035674	lnc-CCNC-1
chr6	100035486	100037774	lnc-PRDM13-5
chr6	100075289	100086437	lnc-PRDM13-6
chr6	100498247	100499112	lnc-MCHR2-1
chr6	100609028	100610901	lnc-MCHR2-2
chr6	100625084	100626068	lnc-PRDM13-9
chr6	100832890	100833225	lnc-SIM1-1
chr6	100838958	100841918	lnc-ASCC3-4
chr6	100910478	100912765	lnc-ASCC3-3
chr6	100951625	100955498	lnc-PRDM13-10
chr6	100957093	100958184	lnc-SIM1-2
chr6	100978151	100978928	lnc-GRIK2-7
chr6	101295879	101329177	lnc-SIM1-4
chr6	101334426	101335291	lnc-ASCC3-2
chr6	101377135	101391952	lnc-GRIK2-4
chr6	101878286	101879429	lnc-ASCC3-5
chr6	101900839	101902113	lnc-ASCC3-6
chr6	102337515	102376525	lnc-ASCC3-7
chr6	102375653	102441717	lnc-PRDM13-11
chr6	102526746	102527430	lnc-GRIK2-3
chr6	102800265	102801311	lnc-ASCC3-8
chr6	103450388	103451772	lnc-GRIK2-8
chr6	103521872	103537768	lnc-GRIK2-9
chr6	104465507	104467623	lnc-HACE1-7
chr6	104473414	104474638	lnc-HACE1-6
chr6	104769593	104775476	lnc-HACE1-5
chr6	105135115	105135546	lnc-LIN28B-7
chr6	105141051	105141773	lnc-LIN28B-6
chr6	105177044	105180245	lnc-BVES-3
chr6	105308323	105309998	lnc-LIN28B-5
chr6	105389522	105398366	lnc-LIN28B-4
chr6	105530415	105531203	lnc-C6orf112-3
chr6	105606234	105627870	lnc-POPDC3-1
chr6	105746023	105746770	lnc-C6orf112-5
chr6	105750327	105750698	lnc-POPDC3-2
chr6	106050810	106058974	lnc-C6orf112-7
chr6	106167234	106186764	lnc-PREP-3
chr6	106234292	106234553	lnc-PREP-4
chr6	106352247	106352562	lnc-PRDM1-4
chr6	106536228	106544042	lnc-AIM1-4
chr6	106548014	106548468	lnc-AIM1-3
chr6	106580259	106582034	lnc-PRDM1-3
chr6	106632350	106650304	lnc-ATG5-2
chr6	106731289	106731586	lnc-RTN4IP1-4
chr6	106872035	106919681	lnc-ATG5-3
chr6	106913133	106914285	lnc-RTN4IP1-3
chr6	107019849	107031506	lnc-ATG5-4
chr6	107036341	107036646	lnc-AIM1-1
chr6	107077473	107088737	lnc-AIM1-2
chr6	107120136	107120581	lnc-QRSL1-3
chr6	107182121	107182848	lnc-QRSL1-4
chr6	107217312	107224407	lnc-QRSL1-5
chr6	107250102	107254562	lnc-C6orf203-3
chr6	107272019	107342047	lnc-BEND3-3
chr6	107361195	107362111	lnc-QRSL1-6
chr6	107458927	107463105	lnc-C6orf203-1
chr6	107547241	107547443	lnc-BEND3-1
chr6	107549614	107549859	lnc-BEND3-2
chr6	107550447	107550687	lnc-C6orf203-4
chr6	107555444	107555703	lnc-C6orf203-5
chr6	107558467	107558747	lnc-C6orf203-6
chr6	107584370	107584617	lnc-BEND3-4
chr6	108018502	108021422	lnc-SCML4-1
chr6	108027960	108035978	lnc-SOBP-1
chr6	108039648	108065258	lnc-SEC63-5
chr6	108188613	108188871	lnc-SOBP-2
chr6	108194088	108204671	lnc-SCML4-2
chr6	108253003	108253458	lnc-NR2E1-5
chr6	108275787	108279246	lnc-OSTM1-3
chr6	108278616	108295627	lnc-NR2E1-4
chr6	108306292	108306894	lnc-SEC63-1
chr6	108307014	108307235	lnc-SEC63-2
chr6	108359987	108360419	lnc-NR2E1-2
chr6	108362675	108365442	lnc-SEC63-3
chr6	108365582	108372270	lnc-SEC63-4
chr6	108443539	108487058	lnc-OSTM1-1
chr6	108497307	108499351	lnc-LACE1-6
chr6	108551411	108587289	lnc-LACE1-4
chr6	108639282	108639608	lnc-NR2E1-3
chr6	108703538	108704443	lnc-FOXO3-4
chr6	108708715	108709284	lnc-FOXO3-3
chr6	108712586	108728239	lnc-SNX3-1
chr6	108798181	108843668	lnc-FOXO3-2
chr6	108844339	108847999	lnc-LACE1-3
chr6	108939202	108939488	lnc-SNX3-2
chr6	108940212	108941819	lnc-LACE1-5
chr6	109002486	109005971	lnc-LACE1-8
chr6	109006489	109009054	lnc-SESN1-3
chr6	109125463	109157539	lnc-ARMC2-4
chr6	109138882	109139129	lnc-ARMC2-2
chr6	109177602	109177940	lnc-SESN1-2
chr6	109179549	109197838	lnc-FOXO3-5
chr6	109321141	109322675	lnc-CD164-3
chr6	109330894	109413138	lnc-CEP57L1-3
chr6	109409304	109415171	lnc-CD164-2
chr6	109416355	109461668	lnc-C6orf183-5
chr6	109612203	109629423	lnc-C6orf183-3
chr6	109630472	109657620	lnc-C6orf183-4
chr6	109665189	109676266	lnc-C6orf183-6
chr6	109687716	109694072	lnc-CD164-1
chr6	109707734	109708013	lnc-SMPD2-5
chr6	109709375	109709628	lnc-SMPD2-4
chr6	109709909	109710270	lnc-SMPD2-3
chr6	109739290	109752504	lnc-MICAL1-1
chr6	109762805	109763774	lnc-C6orf183-7
chr6	109772931	109773734	lnc-ZBTB24-1
chr6	110254417	110256681	lnc-GPR6-2
chr6	110415383	110416284	lnc-CDC40-3
chr6	110506696	110511131	lnc-WASF1-1
chr6	110643940	110679180	lnc-DDO-2
chr6	110656491	110673930	lnc-CDC40-4
chr6	110745889	110746585	lnc-SLC22A16-2
chr6	110757894	110758362	lnc-CDC40-5
chr6	110761201	110761506	lnc-DDO-1
chr6	110883377	110883818	lnc-CDK19-1
chr6	110919295	110919908	lnc-AMD1-4
chr6	110988636	111137161	lnc-CDK19-4
chr6	111021764	111022103	lnc-AMD1-3
chr6	111027564	111028085	lnc-SLC22A16-3
chr6	111185062	111185654	lnc-AMD1-2
chr6	111279851	111283712	lnc-RPF2-2
chr6	111303242	111346793	lnc-GTF3C6-1
chr6	111347327	111349465	lnc-RPF2-1
chr6	111508267	111519481	lnc-REV3L-5
chr6	111522944	111526651	lnc-REV3L-4
chr6	111670155	111672936	lnc-TRAF3IP2-6
chr6	111674904	111675386	lnc-KIAA1919-7
chr6	111677870	111680104	lnc-TRAF3IP2-5
chr6	111705827	111706638	lnc-KIAA1919-10
chr6	111713897	111726835	lnc-TRAF3IP2-3
chr6	111751462	111752984	lnc-KIAA1919-11
chr6	111816123	111816969	lnc-REV3L-2
chr6	111880147	111888479	lnc-REV3L-3
chr6	112303900	112304307	lnc-TUBE1-4
chr6	112304068	112312168	lnc-WISP3-5
chr6	112328384	112329747	lnc-WISP3-4
chr6	112358955	112374075	lnc-TUBE1-2
chr6	112375386	112376093	lnc-C6orf225-2
chr6	112393984	112399897	lnc-LAMA4-3
chr6	112408016	112408732	lnc-TUBE1-1
chr6	112512920	112537955	lnc-TUBE1-5
chr6	112538840	112540771	lnc-TUBE1-6
chr6	112555365	112555959	lnc-TUBE1-7
chr6	112606856	112620109	lnc-LAMA4-4
chr6	112646954	112647951	lnc-LAMA4-5
chr6	112904432	112909531	lnc-LAMA4-7
chr6	113147140	113147672	lnc-RFPL4B-5
chr6	113332138	113332617	lnc-RFPL4B-6
chr6	113543367	113545274	lnc-MARCKS-18
chr6	113784897	113795839	lnc-HDAC2-13
chr6	113856397	113861316	lnc-HDAC2-12
chr6	113902702	113903149	lnc-MARCKS-16
chr6	113937899	113954050	lnc-MARCKS-14
chr6	113940080	113940888	lnc-MARCKS-12
chr6	113959012	113971688	lnc-MARCKS-11
chr6	113967805	113968208	lnc-HDAC2-10
chr6	114050733	114077969	lnc-HDAC2-8
chr6	114178523	114182980	lnc-MARCKS-7
chr6	114219724	114265249	lnc-MARCKS-8
chr6	114266543	114270487	lnc-HS3ST5-11
chr6	114279590	114292301	lnc-HS3ST5-6
chr6	114295875	114301205	lnc-HS3ST5-4
chr6	114340784	114341647	lnc-HDAC2-5
chr6	114423825	114427655	lnc-MARCKS-15
chr6	114488640	114489614	lnc-HDAC2-7
chr6	114595333	114596297	lnc-HDAC2-9
chr6	114670646	114671812	lnc-HS3ST5-3
chr6	114730052	114777358	lnc-HS3ST5-7
chr6	114905206	114916609	lnc-HS3ST5-8
chr6	114951300	114973176	lnc-HS3ST5-9
chr6	115679661	115679916	lnc-FRK-5
chr6	116061398	116062048	lnc-FRK-4
chr6	116359893	116361107	lnc-NT5DC1-5
chr6	116400068	116400574	lnc-FRK-3
chr6	116571126	116572604	lnc-TSPYL4-2
chr6	116774176	116774728	lnc-BET3L-2
chr6	116892671	116905994	lnc-FAM26D-1
chr6	116919071	116922756	lnc-RWDD1-1
chr6	116956780	116967421	lnc-ZUFSP-2
chr6	116973166	116989957	lnc-ZUFSP-3
chr6	116999460	117002349	lnc-ZUFSP-4
chr6	117191818	117198375	lnc-GPRC6A-2
chr6	117205951	117239273	lnc-KPNA5-1
chr6	117583515	117585864	lnc-ROS1-2
chr6	117620526	117620801	lnc-VGLL2-1
chr6	117622617	117622921	lnc-VGLL2-2
chr6	117752753	117753605	lnc-DCBLD1-2
chr6	117774979	117829278	lnc-DCBLD1-1
chr6	117862080	117869094	lnc-NUS1-3
chr6	117896481	117897548	lnc-ROS1-3
chr6	117973392	117974451	lnc-NUS1-2
chr6	118320137	118320611	lnc-NUS1-5
chr6	118772306	118773627	lnc-PLN-2
chr6	118886721	118968268	lnc-MCM9-3
chr6	118977925	118985684	lnc-MCM9-2
chr6	119078680	119104583	lnc-ASF1A-5
chr6	119150190	119215436	lnc-FAM184A-3
chr6	119312343	119312956	lnc-MCM9-1
chr6	119590297	119590879	lnc-FAM184A-1
chr6	119593250	119593884	lnc-FAM184A-2
chr6	119671255	119673798	lnc-ASF1A-6
chr6	119801005	119807976	lnc-ASF1A-7
chr6	121102365	121102658	lnc-GJA1-7
chr6	121402004	121436462	lnc-SERINC1-7
chr6	121447600	121484208	lnc-SERINC1-5
chr6	121702617	121703006	lnc-GJA1-5
chr6	121752734	121753726	lnc-GJA1-4
chr6	121799418	121801054	lnc-C6orf170-1
chr6	121962154	121962367	lnc-C6orf170-2
chr6	122001117	122001605	lnc-C6orf170-3
chr6	122004070	122005418	lnc-GJA1-6
chr6	122179324	122179914	lnc-C6orf170-4
chr6	122602014	122605709	lnc-HSF2-2
chr6	122757933	122760368	lnc-SERINC1-3
chr6	122964532	122965922	lnc-FABP7-2
chr6	123066418	123066693	lnc-PKIB-1
chr6	123110436	123118490	lnc-FABP7-1
chr6	123180822	123181133	lnc-SERINC1-4
chr6	125194595	125194928	lnc-NKAIN2-3
chr6	125237916	125252884	lnc-RNF217-3
chr6	125284394	125366557	lnc-TPD52L1-6
chr6	125367745	125404100	lnc-TPD52L1-5
chr6	125405211	125407484	lnc-TPD52L1-4
chr6	125550212	125584642	lnc-RNF217-4
chr6	125702486	125703343	lnc-HDDC2-7
chr6	125733055	125737169	lnc-HDDC2-8
chr6	125788471	125808028	lnc-HDDC2-9
chr6	126037197	126080937	lnc-HEY2-2
chr6	126136363	126176736	lnc-HEY2-3
chr6	126196313	126196644	lnc-HINT3-2
chr6	126308059	126319244	lnc-HINT3-1
chr6	126420060	126439869	lnc-HDDC2-12
chr6	126451524	126454249	lnc-TRMT11-5
chr6	126497758	126498481	lnc-HDDC2-13
chr6	126540031	126565078	lnc-CENPW-1
chr6	126579066	126579501	lnc-HDDC2-14
chr6	126754696	126802340	lnc-CENPW-2
chr6	127041183	127042967	lnc-CENPW-3
chr6	127176631	127194420	lnc-ECHDC1-3
chr6	127440971	127476430	lnc-RNF146-6
chr6	127546634	127568785	lnc-ECHDC1-2
chr6	127587882	127609705	lnc-RSPO3-2
chr6	127610924	127637005	lnc-C6orf174-2
chr6	127617334	127620368	lnc-RNF146-1
chr6	127664755	127666472	lnc-RNF146-3
chr6	127694676	127695126	lnc-RNF146-4
chr6	127695202	127695771	lnc-RNF146-5
chr6	127737679	127738097	lnc-C6orf174-1
chr6	127756780	127757334	lnc-C6orf58-4
chr6	127775014	127796839	lnc-KIAA0408-1
chr6	127796365	127797974	lnc-C6orf58-3
chr6	127836935	127840078	lnc-KIAA0408-2
chr6	127840599	127899852	lnc-C6orf58-2
chr6	127954102	127956466	lnc-THEMIS-4
chr6	127976004	127976423	lnc-THEMIS-3
chr6	128326121	128330317	lnc-THEMIS-5
chr6	128383210	128388822	lnc-THEMIS-6
chr6	128840072	128841715	lnc-THEMIS-7
chr6	128901257	128902029	lnc-PTPRK-1
chr6	128960332	128960798	lnc-PTPRK-2
chr6	129204459	129371126	lnc-L3MBTL3-5
chr6	129250139	129251133	lnc-PTPRK-3
chr6	129616899	129617245	lnc-L3MBTL3-4
chr6	129811827	129823817	lnc-L3MBTL3-3
chr6	129889463	129915425	lnc-ARHGAP18-3
chr6	129899563	129920106	lnc-C6orf191-3
chr6	130077442	130078257	lnc-ARHGAP18-4
chr6	130104913	130105190	lnc-C6orf191-2
chr6	130122052	130123359	lnc-L3MBTL3-2
chr6	130140781	130141315	lnc-C6orf191-1
chr6	130391991	130413906	lnc-TMEM200A-2
chr6	130542670	130607390	lnc-C6orf191-4
chr6	130917299	130917756	lnc-TMEM200A-1
chr6	130935086	130947226	lnc-EPB41L2-3
chr6	131060149	131060616	lnc-RP3-324N14.2.1-3
chr6	131161512	131186973	lnc-SAMD3-2
chr6	131191216	131199765	lnc-SAMD3-3
chr6	131505464	131506626	lnc-EPB41L2-2
chr6	131615560	131665827	lnc-AKAP7-1
chr6	131649279	131652634	lnc-MED23-1
chr6	131790198	131790676	lnc-ARG1-4
chr6	131828612	131830191	lnc-ARG1-1
chr6	131907888	131924228	lnc-OR2A4-3
chr6	131911549	131913124	lnc-OR2A4-2
chr6	131948100	131949340	lnc-OR2A4-1
chr6	132101860	132102452	lnc-CTAGE9-1
chr6	132140942	132141231	lnc-CTAGE9-2
chr6	132141473	132141793	lnc-ENPP3-1
chr6	132147120	132149553	lnc-CTAGE9-3
chr6	132264795	132283398	lnc-ENPP1-5
chr6	132447916	132462301	lnc-ENPP1-6
chr6	132494747	132532207	lnc-ENPP1-7
chr6	132593120	132594471	lnc-TAAR8-2
chr6	132796418	132834204	lnc-MOXD1-2
chr6	132839968	132840434	lnc-STX7-1
chr6	132880162	132880404	lnc-TAAR8-1
chr6	132996023	132996522	lnc-TAAR6-1
chr6	132999586	133000309	lnc-VNN1-1
chr6	133019921	133020806	lnc-RPS12-5
chr6	133050050	133051799	lnc-VNN2-2
chr6	133085798	133086597	lnc-RPS12-3
chr6	133108615	133118260	lnc-VNN2-3
chr6	133189356	133189998	lnc-C6orf192-2
chr6	133213062	133214958	lnc-RPS12-4
chr6	133471706	133471955	lnc-EYA4-3
chr6	133562510	133569991	lnc-RPS12-6
chr6	133646348	133789707	lnc-TCF21-4
chr6	133831523	133831831	lnc-SLC2A12-11
chr6	133834109	133846344	lnc-TCF21-3
chr6	133997866	133998567	lnc-SLC2A12-10
chr6	134183977	134214631	lnc-TCF21-2
chr6	134234511	134234818	lnc-SLC2A12-6
chr6	134241594	134243876	lnc-SLC2A12-5
chr6	134303954	134308637	lnc-TBPL1-2
chr6	134309209	134311566	lnc-TBPL1-3
chr6	134435110	134438818	lnc-SGK1-4
chr6	134454710	134455004	lnc-TBPL1-4
chr6	134490385	134498985	lnc-SLC2A12-7
chr6	134501392	134583155	lnc-SLC2A12-9
chr6	134536082	134551619	lnc-SLC2A12-8
chr6	134710054	134744012	lnc-SGK1-5
chr6	134924701	134925836	lnc-SGK1-8
chr6	134969129	134972268	lnc-ALDH8A1-4
chr6	134999319	135005326	lnc-MYB-12
chr6	135068890	135070180	lnc-ALDH8A1-3
chr6	135219011	135219897	lnc-MYB-11
chr6	135275299	135276286	lnc-MYB-10
chr6	135276341	135277281	lnc-MYB-9
chr6	135353365	135354885	lnc-ALDH8A1-2
chr6	135427977	135431404	lnc-MYB-7
chr6	135511265	135511485	lnc-PDE7B-7
chr6	135518086	135520090	lnc-PDE7B-6
chr6	135524354	135525088	lnc-PDE7B-5
chr6	135606322	135621971	lnc-HBS1L-1
chr6	135813389	135818878	lnc-HBS1L-2
chr6	135957223	135957851	lnc-AHI1-5
chr6	135992235	135993099	lnc-AHI1-6
chr6	136169978	136171297	lnc-AHI1-7
chr6	136265388	136282959	lnc-MYB-13
chr6	136568599	136571473	lnc-FAM54A-1
chr6	136581883	136594688	lnc-FAM54A-4
chr6	136600620	136610925	lnc-FAM54A-5
chr6	136639098	136639374	lnc-PDE7B-2
chr6	136685266	136686217	lnc-PDE7B-3
chr6	136686990	136869236	lnc-MAP3K5-3
chr6	136740984	136741563	lnc-BCLAF1-3
chr6	136796999	136797288	lnc-MAP3K5-2
chr6	136901471	136905645	lnc-MAP7-2
chr6	137121169	137126219	lnc-PEX7-3
chr6	137239935	137243401	lnc-IL20RA-3
chr6	137295066	137295354	lnc-IL20RA-2
chr6	137325757	137366101	lnc-IL22RA2-2
chr6	137344989	137356064	lnc-IL22RA2-1
chr6	137436939	137437480	lnc-SLC35D3-2
chr6	137527778	137540586	lnc-IFNGR1-1
chr6	138036241	138037384	lnc-TNFAIP3-10
chr6	138068075	138068425	lnc-TNFAIP3-8
chr6	138092999	138101813	lnc-OLIG3-3
chr6	138195997	138196881	lnc-KIAA1244-2
chr6	138205352	138205881	lnc-PERP-9
chr6	138212266	138212838	lnc-PERP-8
chr6	138213367	138213605	lnc-PERP-7
chr6	138305908	138308632	lnc-PERP-4
chr6	138308195	138335352	lnc-TNFAIP3-9
chr6	138316406	138317284	lnc-TNFAIP3-7
chr6	138428661	138429794	lnc-KIAA1244-1
chr6	138661321	138665748	lnc-HEBP2-1
chr6	138723721	138724697	lnc-NHSL1-3
chr6	138892666	139013708	lnc-NHSL1-4
chr6	138925153	139018425	lnc-NHSL1-2
chr6	139057155	139057709	lnc-CCDC28A-7
chr6	139057816	139058426	lnc-CCDC28A-6
chr6	139064955	139065322	lnc-CCDC28A-5
chr6	139075951	139076343	lnc-CCDC28A-4
chr6	139076512	139076876	lnc-CCDC28A-3
chr6	139082679	139083096	lnc-CCDC28A-2
chr6	139154051	139154886	lnc-REPS1-3
chr6	139200035	139200544	lnc-REPS1-1
chr6	139345993	139350180	lnc-REPS1-2
chr6	139659154	139660717	lnc-HECA-4
chr6	139670511	139671052	lnc-CITED2-5
chr6	139807572	139827853	lnc-HECA-5
chr6	139831824	139837426	lnc-CITED2-6
chr6	139981064	139982650	lnc-HECA-6
chr6	140133902	140223299	lnc-HECA-7
chr6	140218933	140240221	lnc-CITED2-7
chr6	140430264	140456565	lnc-HECA-8
chr6	140515858	140520210	lnc-HECA-9
chr6	141082665	141083399	lnc-GJE1-8
chr6	141208787	141215754	lnc-NMBR-8
chr6	141807277	141807549	lnc-NMBR-7
chr6	141956786	141957640	lnc-NMBR-6
chr6	142198751	142200254	lnc-GJE1-7
chr6	142379466	142397059	lnc-NMBR-3
chr6	142383853	142384190	lnc-GJE1-6
chr6	142491482	142519918	lnc-GJE1-5
chr6	142495919	142497981	lnc-GJE1-4
chr6	142614676	142622462	lnc-NMBR-4
chr6	142635264	142635798	lnc-VTA1-2
chr6	142684211	142686824	lnc-NMBR-5
chr6	142723914	142725383	lnc-VTA1-3
chr6	142726445	142729357	lnc-VTA1-4
chr6	142759180	142764867	lnc-VTA1-5
chr6	142889284	143000719	lnc-HIVEP2-7
chr6	143100679	143158184	lnc-ADAT2-2
chr6	143313040	143319476	lnc-AIG1-7
chr6	143358751	143362819	lnc-AIG1-5
chr6	143402254	143405154	lnc-HIVEP2-6
chr6	143473360	143474382	lnc-HIVEP2-8
chr6	143486080	143508951	lnc-PEX3-5
chr6	143619906	143620691	lnc-ADAT2-1
chr6	143648411	143648792	lnc-PEX3-2
chr6	143663382	143664686	lnc-AIG1-4
chr6	143707717	143708546	lnc-AIG1-6
chr6	143999309	144033473	lnc-RP3-468K18.5.1-2
chr6	144095304	144110501	lnc-RP3-468K18.5.1-1
chr6	144175205	144177090	lnc-C6orf94-2
chr6	144179198	144179826	lnc-PLAGL1-1
chr6	144263761	144385677	HYMAI
chr6	144357754	144358841	lnc-C6orf94-3
chr6	144457586	144457912	lnc-STX11-1
chr6	144578169	144578760	lnc-SF3B5-3
chr6	144719094	144719888	lnc-STX11-5
chr6	145027868	145028183	lnc-SF3B5-4
chr6	145029241	145029633	lnc-SF3B5-5
chr6	145075849	145079446	lnc-STX11-7
chr6	145157508	145158380	lnc-STX11-8
chr6	145160184	145167958	lnc-STX11-9
chr6	145243450	145251016	lnc-UTRN-3
chr6	145810765	145813228	lnc-EPM2A-2
chr6	145992440	146008058	lnc-FBXO30-3
chr6	146058046	146058309	lnc-EPM2A-1
chr6	146146369	146146845	lnc-GRM1-10
chr6	146147120	146153997	lnc-GRM1-9
chr6	146147471	146148321	lnc-GRM1-8
chr6	146149651	146149936	lnc-GRM1-7
chr6	146150011	146150596	lnc-GRM1-6
chr6	146152829	146153556	lnc-GRM1-5
chr6	146177765	146191210	lnc-GRM1-4
chr6	146216171	146218558	lnc-FBXO30-2
chr6	146263215	146264917	lnc-GRM1-2
chr6	146492450	146492983	lnc-RAB32-2
chr6	146686066	146686630	lnc-SHPRH-3
chr6	147091580	147106785	lnc-RAB32-1
chr6	147122804	147124960	lnc-SHPRH-5
chr6	147151293	147164848	lnc-C6orf103-2
chr6	147213168	147236426	lnc-C6orf103-4
chr6	147222009	147225910	lnc-C6orf103-3
chr6	147521753	147543821	lnc-STXBP5-4
chr6	147718111	147729316	lnc-SHPRH-8
chr6	147750492	147753294	lnc-STXBP5-5
chr6	147886864	147887849	lnc-STXBP5-6
chr6	148023513	148324506	lnc-SAMD5-2
chr6	148100893	148106249	lnc-ZC3H12D-19
chr6	148380250	148383803	lnc-ZC3H12D-18
chr6	148496637	148500233	lnc-ZC3H12D-17
chr6	148761493	148790247	lnc-UST-2
chr6	148799828	148801899	lnc-UST-1
chr6	148888513	148888790	lnc-ZC3H12D-15
chr6	148968842	148969733	lnc-ZC3H12D-14
chr6	149275042	149326724	lnc-TAB2-2
chr6	149433144	149433808	lnc-ZC3H12D-12
chr6	149580726	149608368	lnc-SUMO4-5
